Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 16:47:
Colonnes....:	            3
Lignes......:	         2012
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6057500E+5	P.cal.i.(µm):	 9.9218750E-3	V_min___(mV):	 3.6150464E+5	
P.abs.f.(mp):	 1.6258600E+5	P.cal.f.(µm):	 1.9962812E+1	V_max___(mV):	 1.9052272E+5	
Nbre_de_pts_:	 2.0120000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+1	
Source......:	Hg	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.7610470E+6	 9.9218750E-3	 2.6624328E+2	
 1.7611270E+6	 1.9843750E-2	 2.5891548E+2	
 1.7612090E+6	 2.9765625E-2	 2.7601367E+2	
 1.7612890E+6	 3.9687500E-2	 2.7601367E+2	
 1.7613690E+6	 4.9609375E-2	 2.8089887E+2	
 1.7614490E+6	 5.9531250E-2	 2.6868588E+2	
 1.7615290E+6	 6.9453125E-2	 2.9555446E+2	
 1.7616090E+6	 7.9375000E-2	 2.8334147E+2	
 1.7616890E+6	 8.9296875E-2	 3.1509528E+2	
 1.7617710E+6	 9.9218750E-2	 3.1998047E+2	
 1.7618510E+6	 1.0914062E-1	 2.9799706E+2	
 1.7619310E+6	 1.1906250E-1	 3.1509528E+2	
 1.7620140E+6	 1.2898437E-1	 3.0776745E+2	
 1.7620940E+6	 1.3890625E-1	 3.0776745E+2	
 1.7621740E+6	 1.4882813E-1	 2.9799706E+2	
 1.7622540E+6	 1.5875000E-1	 3.1753787E+2	
 1.7623340E+6	 1.6867187E-1	 2.9066926E+2	
 1.7624140E+6	 1.7859375E-1	 2.9066926E+2	
 1.7624970E+6	 1.8851562E-1	 2.8578407E+2	
 1.7625770E+6	 1.9843750E-1	 2.7845627E+2	
 1.7626570E+6	 2.0835937E-1	 2.5891548E+2	
 1.7627370E+6	 2.1828125E-1	 2.7357107E+2	
 1.7628170E+6	 2.2820312E-1	 2.4914509E+2	
 1.7628970E+6	 2.3812500E-1	 2.5891548E+2	
