Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 14:40:
Colonnes....:	            3
Lignes......:	         1104
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6109700E+5	P.cal.i.(µm):	 5.1891406E+0	V_min___(mV):	 5.5446994E+5	
P.abs.f.(mp):	 1.6220000E+5	P.cal.f.(µm):	 1.6132969E+1	V_max___(mV):	 1.8075232E+5	
Nbre_de_pts_:	 1.1040000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+1	
Source......:	blanche	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.0124213E+7	 5.1891406E+0	 3.7371764E+2	
 1.0124293E+7	 5.1990625E+0	 3.7371764E+2	
 1.0124373E+7	 5.2089844E+0	 3.7616023E+2	
 1.0124453E+7	 5.2189062E+0	 3.7371764E+2	
 1.0124533E+7	 5.2288281E+0	 3.7371764E+2	
 1.0124613E+7	 5.2387500E+0	 3.7371764E+2	
 1.0124693E+7	 5.2486719E+0	 3.7371764E+2	
 1.0124773E+7	 5.2585938E+0	 3.7371764E+2	
 1.0124853E+7	 5.2685156E+0	 3.7616023E+2	
 1.0124933E+7	 5.2784375E+0	 3.7371764E+2	
 1.0125013E+7	 5.2883594E+0	 3.7616023E+2	
 1.0125093E+7	 5.2982812E+0	 3.7371764E+2	
 1.0125173E+7	 5.3082031E+0	 3.7371764E+2	
 1.0125253E+7	 5.3181250E+0	 3.7371764E+2	
 1.0125333E+7	 5.3280469E+0	 3.7616023E+2	
 1.0125413E+7	 5.3379687E+0	 3.7371764E+2	
 1.0125493E+7	 5.3478906E+0	 3.7127504E+2	
 1.0125573E+7	 5.3578125E+0	 3.7371764E+2	
 1.0125653E+7	 5.3677344E+0	 3.7371764E+2	
 1.0125733E+7	 5.3776562E+0	 3.7616023E+2	
 1.0125813E+7	 5.3875781E+0	 3.7371764E+2	
 1.0125893E+7	 5.3975000E+0	 3.7371764E+2	
 1.0125973E+7	 5.4074219E+0	 3.7371764E+2	
 1.0126053E+7	 5.4173437E+0	 3.7371764E+2	
 1.0126133E+7	 5.4272656E+0	 3.7371764E+2	
 1.0126213E+7	 5.4371875E+0	 3.7371764E+2	
 1.0126293E+7	 5.4471094E+0	 3.7371764E+2	
 1.0126373E+7	 5.4570312E+0	 3.7371764E+2	
 1.0126453E+7	 5.4669531E+0	 3.7371764E+2	
 1.0126533E+7	 5.4768750E+0	 3.7371764E+2	
 1.0126613E+7	 5.4867969E+0	 3.7371764E+2	
 1.0126693E+7	 5.4967187E+0	 3.7127504E+2	
 1.0126773E+7	 5.5066406E+0	 3.7371764E+2	
 1.0126853E+7	 5.5165625E+0	 3.7371764E+2	
 1.0126933E+7	 5.5264844E+0	 3.7371764E+2	
 1.0127013E+7	 5.5364062E+0	 3.7371764E+2	
 1.0127093E+7	 5.5463281E+0	 3.7371764E+2	
 1.0127173E+7	 5.5562500E+0	 3.7371764E+2	
 1.0127253E+7	 5.5661719E+0	 3.7371764E+2	
 1.0127333E+7	 5.5760938E+0	 3.7371764E+2	
 1.0127413E+7	 5.5860156E+0	 3.7371764E+2	
 1.0127493E+7	 5.5959375E+0	 3.7127504E+2	
 1.0127573E+7	 5.6058594E+0	 3.7371764E+2	
 1.0127653E+7	 5.6157812E+0	 3.7371764E+2	
 1.0127733E+7	 5.6257031E+0	 3.7371764E+2	
 1.0127813E+7	 5.6356250E+0	 3.7371764E+2	
 1.0127893E+7	 5.6455469E+0	 3.7371764E+2	
 1.0127973E+7	 5.6554687E+0	 3.7371764E+2	
 1.0128053E+7	 5.6653906E+0	 3.7371764E+2	
 1.0128133E+7	 5.6753125E+0	 3.7371764E+2	
 1.0128213E+7	 5.6852344E+0	 3.7371764E+2	
 1.0128293E+7	 5.6951562E+0	 3.7371764E+2	
 1.0128373E+7	 5.7050781E+0	 3.7371764E+2	
 1.0128453E+7	 5.7150000E+0	 3.7616023E+2	
 1.0128533E+7	 5.7249219E+0	 3.7371764E+2	
 1.0128613E+7	 5.7348437E+0	 3.7371764E+2	
 1.0128693E+7	 5.7447656E+0	 3.7371764E+2	
 1.0128773E+7	 5.7546875E+0	 3.7371764E+2	
 1.0128853E+7	 5.7646094E+0	 3.7616023E+2	
 1.0128933E+7	 5.7745312E+0	 3.7371764E+2	
 1.0129013E+7	 5.7844531E+0	 3.7371764E+2	
 1.0129093E+7	 5.7943750E+0	 3.7371764E+2	
 1.0129173E+7	 5.8042969E+0	 3.7371764E+2	
 1.0129253E+7	 5.8142188E+0	 3.7371764E+2	
 1.0129333E+7	 5.8241406E+0	 3.7616023E+2	
 1.0129413E+7	 5.8340625E+0	 3.7371764E+2	
 1.0129493E+7	 5.8439844E+0	 3.7371764E+2	
 1.0129573E+7	 5.8539062E+0	 3.7371764E+2	
 1.0129653E+7	 5.8638281E+0	 3.7371764E+2	
 1.0129733E+7	 5.8737500E+0	 3.7616023E+2	
 1.0129813E+7	 5.8836719E+0	 3.7371764E+2	
 1.0129893E+7	 5.8935937E+0	 3.7371764E+2	
 1.0129973E+7	 5.9035156E+0	 3.7371764E+2	
 1.0130053E+7	 5.9134375E+0	 3.7371764E+2	
 1.0130133E+7	 5.9233594E+0	 3.7616023E+2	
 1.0130213E+7	 5.9332812E+0	 3.7616023E+2	
 1.0130293E+7	 5.9432031E+0	 3.7371764E+2	
 1.0130373E+7	 5.9531250E+0	 3.7371764E+2	
 1.0130453E+7	 5.9630469E+0	 3.7371764E+2	
 1.0130533E+7	 5.9729687E+0	 3.7371764E+2	
 1.0130613E+7	 5.9828906E+0	 3.7616023E+2	
 1.0130693E+7	 5.9928125E+0	 3.7371764E+2	
 1.0130773E+7	 6.0027344E+0	 3.7371764E+2	
 1.0130853E+7	 6.0126563E+0	 3.7616023E+2	
 1.0130933E+7	 6.0225781E+0	 3.7371764E+2	
 1.0131013E+7	 6.0325000E+0	 3.7371764E+2	
 1.0131093E+7	 6.0424219E+0	 3.7127504E+2	
 1.0131173E+7	 6.0523438E+0	 3.7371764E+2	
 1.0131253E+7	 6.0622656E+0	 3.7371764E+2	
 1.0131333E+7	 6.0721875E+0	 3.7371764E+2	
 1.0131413E+7	 6.0821094E+0	 3.7371764E+2	
 1.0131493E+7	 6.0920312E+0	 3.7371764E+2	
 1.0131573E+7	 6.1019531E+0	 3.7371764E+2	
 1.0131653E+7	 6.1118750E+0	 3.7371764E+2	
 1.0131733E+7	 6.1217969E+0	 3.7371764E+2	
 1.0131813E+7	 6.1317187E+0	 3.7616023E+2	
 1.0131893E+7	 6.1416406E+0	 3.7127504E+2	
 1.0131973E+7	 6.1515625E+0	 3.7127504E+2	
 1.0132053E+7	 6.1614844E+0	 3.7371764E+2	
 1.0132133E+7	 6.1714062E+0	 3.7371764E+2	
 1.0132213E+7	 6.1813281E+0	 3.7371764E+2	
 1.0132293E+7	 6.1912500E+0	 3.7127504E+2	
 1.0132373E+7	 6.2011719E+0	 3.7371764E+2	
 1.0132453E+7	 6.2110937E+0	 3.7371764E+2	
 1.0132533E+7	 6.2210156E+0	 3.7371764E+2	
 1.0132613E+7	 6.2309375E+0	 3.7371764E+2	
 1.0132693E+7	 6.2408594E+0	 3.7371764E+2	
 1.0132773E+7	 6.2507813E+0	 3.7371764E+2	
 1.0132853E+7	 6.2607031E+0	 3.7616023E+2	
 1.0132933E+7	 6.2706250E+0	 3.7616023E+2	
 1.0133013E+7	 6.2805469E+0	 3.7371764E+2	
 1.0133093E+7	 6.2904687E+0	 3.7371764E+2	
 1.0133173E+7	 6.3003906E+0	 3.7371764E+2	
 1.0133253E+7	 6.3103125E+0	 3.7371764E+2	
 1.0133333E+7	 6.3202344E+0	 3.7616023E+2	
 1.0133413E+7	 6.3301562E+0	 3.7371764E+2	
 1.0133493E+7	 6.3400781E+0	 3.7616023E+2	
 1.0133573E+7	 6.3500000E+0	 3.7371764E+2	
 1.0133653E+7	 6.3599219E+0	 3.7371764E+2	
 1.0133733E+7	 6.3698437E+0	 3.7371764E+2	
 1.0133813E+7	 6.3797656E+0	 3.7616023E+2	
 1.0133893E+7	 6.3896875E+0	 3.7371764E+2	
 1.0133973E+7	 6.3996094E+0	 3.7371764E+2	
 1.0134053E+7	 6.4095312E+0	 3.7371764E+2	
 1.0134133E+7	 6.4194531E+0	 3.7371764E+2	
 1.0134213E+7	 6.4293750E+0	 3.7616023E+2	
 1.0134293E+7	 6.4392969E+0	 3.7371764E+2	
 1.0134373E+7	 6.4492187E+0	 3.7371764E+2	
 1.0134453E+7	 6.4591406E+0	 3.7371764E+2	
 1.0134533E+7	 6.4690625E+0	 3.7616023E+2	
 1.0134613E+7	 6.4789844E+0	 3.7616023E+2	
 1.0134693E+7	 6.4889062E+0	 3.7371764E+2	
 1.0134773E+7	 6.4988281E+0	 3.7371764E+2	
 1.0134853E+7	 6.5087500E+0	 3.7616023E+2	
 1.0134933E+7	 6.5186719E+0	 3.7371764E+2	
 1.0135013E+7	 6.5285938E+0	 3.7371764E+2	
 1.0135093E+7	 6.5385156E+0	 3.7371764E+2	
 1.0135173E+7	 6.5484375E+0	 3.7371764E+2	
 1.0135253E+7	 6.5583594E+0	 3.7616023E+2	
 1.0135333E+7	 6.5682813E+0	 3.7371764E+2	
 1.0135413E+7	 6.5782031E+0	 3.7371764E+2	
 1.0135493E+7	 6.5881250E+0	 3.7127504E+2	
 1.0135573E+7	 6.5980469E+0	 3.7371764E+2	
 1.0135653E+7	 6.6079687E+0	 3.7371764E+2	
 1.0135733E+7	 6.6178906E+0	 3.7371764E+2	
 1.0135813E+7	 6.6278125E+0	 3.7371764E+2	
 1.0135893E+7	 6.6377344E+0	 3.7371764E+2	
 1.0135973E+7	 6.6476562E+0	 3.7371764E+2	
 1.0136053E+7	 6.6575781E+0	 3.7371764E+2	
 1.0136133E+7	 6.6675000E+0	 3.7371764E+2	
 1.0136213E+7	 6.6774219E+0	 3.7371764E+2	
 1.0136293E+7	 6.6873437E+0	 3.7127504E+2	
 1.0136373E+7	 6.6972656E+0	 3.7127504E+2	
 1.0136453E+7	 6.7071875E+0	 3.7371764E+2	
 1.0136533E+7	 6.7171094E+0	 3.7371764E+2	
 1.0136613E+7	 6.7270313E+0	 3.7371764E+2	
 1.0136693E+7	 6.7369531E+0	 3.7127504E+2	
 1.0136773E+7	 6.7468750E+0	 3.7127504E+2	
 1.0136853E+7	 6.7567969E+0	 3.7371764E+2	
 1.0136933E+7	 6.7667187E+0	 3.7371764E+2	
 1.0137013E+7	 6.7766406E+0	 3.7371764E+2	
 1.0137093E+7	 6.7865625E+0	 3.7127504E+2	
 1.0137173E+7	 6.7964844E+0	 3.7127504E+2	
 1.0137253E+7	 6.8064062E+0	 3.7371764E+2	
 1.0137333E+7	 6.8163281E+0	 3.7371764E+2	
 1.0137413E+7	 6.8262500E+0	 3.7371764E+2	
 1.0137493E+7	 6.8361719E+0	 3.7371764E+2	
 1.0137573E+7	 6.8460937E+0	 3.7371764E+2	
 1.0137653E+7	 6.8560156E+0	 3.7371764E+2	
 1.0137733E+7	 6.8659375E+0	 3.7616023E+2	
 1.0137813E+7	 6.8758594E+0	 3.7616023E+2	
 1.0137893E+7	 6.8857812E+0	 3.7616023E+2	
 1.0137973E+7	 6.8957031E+0	 3.7371764E+2	
