Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     2 17:17:
Colonnes....:	            3
Lignes......:	         6337
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6057500E+5	P.cal.i.(µm):	 9.9218750E-3	V_min___(mV):	 5.6741571E+5	
P.abs.f.(mp):	 1.6691100E+5	P.cal.f.(µm):	 6.2874922E+1	V_max___(mV):	 4.2134830E+5	
Nbre_de_pts_:	 6.3370000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+1	
Source......:	Hg	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.1238402E+7	 9.9218750E-3	 5.3224230E+2	
 1.1238482E+7	 1.9843750E-2	 5.1050317E+2	
 1.1238562E+7	 2.9765625E-2	 5.0317538E+2	
 1.1238642E+7	 3.9687500E-2	 5.2711284E+2	
 1.1238722E+7	 4.9609375E-2	 4.9218369E+2	
 1.1238802E+7	 5.9531250E-2	 5.2833414E+2	
 1.1238882E+7	 6.9453125E-2	 5.1001465E+2	
 1.1248802E+7	 1.2997656E+0	 5.0610650E+2	
 1.1248882E+7	 1.3096875E+0	 5.0635076E+2	
 1.1248962E+7	 1.3196094E+0	 5.2051783E+2	
 1.1249042E+7	 1.3295313E+0	 4.8168051E+2	
 1.1249122E+7	 1.3394531E+0	 5.1563263E+2	
 1.1249202E+7	 1.3493750E+0	 4.8314607E+2	
 1.1249282E+7	 1.3592969E+0	 4.6873474E+2	
 1.1249362E+7	 1.3692187E+0	 4.7239864E+2	
 1.1249442E+7	 1.3791406E+0	 4.4675136E+2	
 1.1249522E+7	 1.3890625E+0	 4.7801661E+2	
 1.1249602E+7	 1.3989844E+0	 4.3795797E+2	
 1.1249682E+7	 1.4089062E+0	 4.5139229E+2	
 1.1249762E+7	 1.4188281E+0	 4.5090377E+2	
 1.1249842E+7	 1.4287500E+0	 4.2721054E+2	
 1.1249922E+7	 1.4386719E+0	 4.6287251E+2	
 1.1250002E+7	 1.4485937E+0	 4.3673667E+2	
 1.1250082E+7	 1.4585156E+0	 4.5505619E+2	
 1.1250162E+7	 1.4684375E+0	 4.6726918E+2	
 1.1250242E+7	 1.4783594E+0	 4.4577432E+2	
 1.1250322E+7	 1.4882812E+0	 4.9120665E+2	
 1.1250402E+7	 1.4982031E+0	 4.6165121E+2	
 1.1250482E+7	 1.5081250E+0	 5.0195408E+2	
 1.1250562E+7	 1.5180469E+0	 4.9438202E+2	
 1.1250642E+7	 1.5279687E+0	 4.8485589E+2	
 1.1250722E+7	 1.5378906E+0	 5.2320468E+2	
 1.1250802E+7	 1.5478125E+0	 4.8754275E+2	
 1.1250882E+7	 1.5577344E+0	 5.1636541E+2	
 1.1250962E+7	 1.5676562E+0	 5.0830483E+2	
 1.1251042E+7	 1.5775781E+0	 4.8705423E+2	
 1.1251122E+7	 1.5875000E+0	 5.2564728E+2	
 1.1251202E+7	 1.5974219E+0	 4.8876405E+2	
 1.1251282E+7	 1.6073438E+0	 5.1001465E+2	
 1.1251362E+7	 1.6172656E+0	 4.9022961E+2	
 1.1251442E+7	 1.6271875E+0	 4.9291646E+2	
 1.1251522E+7	 1.6371094E+0	 5.1221299E+2	
 1.1251602E+7	 1.6470312E+0	 4.7215438E+2	
 1.1251682E+7	 1.6569531E+0	 5.0512946E+2	
 1.1251762E+7	 1.6668750E+0	 4.7923791E+2	
 1.1251842E+7	 1.6767969E+0	 4.7117734E+2	
 1.1251922E+7	 1.6867188E+0	 4.9706888E+2	
 1.1252002E+7	 1.6966406E+0	 4.5798731E+2	
 1.1252082E+7	 1.7065625E+0	 4.8607719E+2	
 1.1252162E+7	 1.7164844E+0	 4.7068882E+2	
 1.1252242E+7	 1.7264062E+0	 4.5774305E+2	
 1.1252322E+7	 1.7363281E+0	 4.8314607E+2	
 1.1252402E+7	 1.7462500E+0	 4.5530045E+2	
 1.1252482E+7	 1.7561719E+0	 4.9462628E+2	
 1.1252562E+7	 1.7660938E+0	 4.6751344E+2	
 1.1252642E+7	 1.7760156E+0	 4.7703958E+2	
 1.1252722E+7	 1.7859375E+0	 4.9316072E+2	
 1.1252802E+7	 1.7958594E+0	 4.6116269E+2	
 1.1252882E+7	 1.8057813E+0	 4.9706888E+2	
 1.1252962E+7	 1.8157031E+0	 4.7117734E+2	
 1.1253042E+7	 1.8256250E+0	 4.7215438E+2	
 1.1253122E+7	 1.8355469E+0	 4.9731314E+2	
 1.1253202E+7	 1.8454687E+0	 4.6018565E+2	
 1.1253282E+7	 1.8553906E+0	 4.9462628E+2	
 1.1253362E+7	 1.8653125E+0	 4.6775770E+2	
 1.1253442E+7	 1.8752344E+0	 4.9340498E+2	
 1.1253522E+7	 1.8851563E+0	 4.9633610E+2	
 1.1253602E+7	 1.8950781E+0	 4.7337568E+2	
 1.1253682E+7	 1.9050000E+0	 5.1319003E+2	
 1.1253762E+7	 1.9149219E+0	 4.8241329E+2	
 1.1253842E+7	 1.9248437E+0	 4.9731314E+2	
 1.1253922E+7	 1.9347656E+0	 5.1099169E+2	
 1.1254002E+7	 1.9446875E+0	 4.7703958E+2	
 1.1254082E+7	 1.9546094E+0	 5.1465559E+2	
 1.1254162E+7	 1.9645312E+0	 4.8339033E+2	
 1.1254242E+7	 1.9744531E+0	 4.9071813E+2	
 1.1254322E+7	 1.9843750E+0	 4.8705423E+2	
 1.1254402E+7	 1.9942969E+0	 4.6067417E+2	
 1.1254482E+7	 2.0042187E+0	 4.9022961E+2	
 1.1254562E+7	 2.0141406E+0	 4.4968247E+2	
 1.1254642E+7	 2.0240625E+0	 4.7191012E+2	
 1.1254722E+7	 2.0339844E+0	 4.6384954E+2	
 1.1254802E+7	 2.0439063E+0	 4.3869075E+2	
 1.1254882E+7	 2.0538281E+0	 4.7337568E+2	
 1.1254962E+7	 2.0637500E+0	 4.3966782E+2	
 1.1255042E+7	 2.0736719E+0	 4.6140695E+2	
 1.1255122E+7	 2.0835937E+0	 4.6971178E+2	
 1.1255202E+7	 2.0935156E+0	 4.4919395E+2	
 1.1255282E+7	 2.1034375E+0	 4.9462628E+2	
 1.1255362E+7	 2.1133594E+0	 4.6287251E+2	
 1.1255442E+7	 2.1232812E+0	 5.0757205E+2	
 1.1255522E+7	 2.1332031E+0	 4.9755740E+2	
 1.1255602E+7	 2.1431250E+0	 4.9096239E+2	
 1.1255682E+7	 2.1530469E+0	 5.2638006E+2	
 1.1255762E+7	 2.1629688E+0	 4.8974109E+2	
 1.1255842E+7	 2.1728906E+0	 5.2589154E+2	
 1.1255922E+7	 2.1828125E+0	 5.1392281E+2	
 1.1256002E+7	 2.1927344E+0	 4.9535906E+2	
 1.1256082E+7	 2.2026562E+0	 5.2589154E+2	
 1.1256162E+7	 2.2125781E+0	 4.8607719E+2	
 1.1256242E+7	 2.2225000E+0	 5.0757205E+2	
 1.1256322E+7	 2.2324219E+0	 4.8754275E+2	
 1.1256402E+7	 2.2423437E+0	 4.8363459E+2	
 1.1256482E+7	 2.2522656E+0	 4.9951148E+2	
 1.1256562E+7	 2.2621875E+0	 4.6116269E+2	
 1.1256642E+7	 2.2721094E+0	 4.9413776E+2	
 1.1256722E+7	 2.2820313E+0	 4.6824622E+2	
 1.1256802E+7	 2.2919531E+0	 4.5676601E+2	
 1.1256882E+7	 2.3018750E+0	 4.7923791E+2	
 1.1256962E+7	 2.3117969E+0	 4.3991208E+2	
 1.1257042E+7	 2.3217187E+0	 4.7313142E+2	
 1.1257122E+7	 2.3316406E+0	 4.5847583E+2	
 1.1257202E+7	 2.3415625E+0	 4.4577432E+2	
 1.1257282E+7	 2.3514844E+0	 4.8070347E+2	
 1.1257362E+7	 2.3614062E+0	 4.4968247E+2	
 1.1257442E+7	 2.3713281E+0	 4.9658036E+2	
 1.1257522E+7	 2.3812500E+0	 4.7655106E+2	
 1.1257602E+7	 2.3911719E+0	 4.8705423E+2	
 1.1257682E+7	 2.4010937E+0	 5.0903761E+2	
 1.1257762E+7	 2.4110156E+0	 4.7899365E+2	
 1.1257842E+7	 2.4209375E+0	 5.2198339E+2	
 1.1257922E+7	 2.4308594E+0	 4.9755740E+2	
 1.1258002E+7	 2.4407812E+0	 4.9120665E+2	
 1.1258082E+7	 2.4507031E+0	 5.1367855E+2	
 1.1258162E+7	 2.4606250E+0	 4.7801661E+2	
 1.1258242E+7	 2.4705469E+0	 5.1343429E+2	
 1.1258322E+7	 2.4804687E+0	 4.7997069E+2	
 1.1258402E+7	 2.4903906E+0	 4.9193943E+2	
 1.1258482E+7	 2.5003125E+0	 4.9438202E+2	
 1.1258562E+7	 2.5102344E+0	 4.6213973E+2	
 1.1258642E+7	 2.5201562E+0	 4.9975574E+2	
 1.1258722E+7	 2.5300781E+0	 4.6800196E+2	
 1.1258802E+7	 2.5400000E+0	 4.7288716E+2	
 1.1258882E+7	 2.5499219E+0	 4.8119199E+2	
 1.1258962E+7	 2.5598437E+0	 4.4870543E+2	
 1.1259042E+7	 2.5697656E+0	 4.8534441E+2	
 1.1259122E+7	 2.5796875E+0	 4.5945287E+2	
 1.1259202E+7	 2.5896094E+0	 4.5627749E+2	
 1.1259282E+7	 2.5995312E+0	 4.7728384E+2	
 1.1259362E+7	 2.6094531E+0	 4.4748414E+2	
 1.1259442E+7	 2.6193750E+0	 4.8461163E+2	
 1.1259522E+7	 2.6292969E+0	 4.5114803E+2	
 1.1259602E+7	 2.6392187E+0	 4.6824622E+2	
 1.1259682E+7	 2.6491406E+0	 4.7435272E+2	
 1.1259762E+7	 2.6590625E+0	 4.4748414E+2	
 1.1259842E+7	 2.6689844E+0	 4.9071813E+2	
 1.1259922E+7	 2.6789062E+0	 4.6067417E+2	
 1.1260002E+7	 2.6888281E+0	 4.6824622E+2	
 1.1260082E+7	 2.6987500E+0	 4.8510015E+2	
 1.1260162E+7	 2.7086719E+0	 4.5627749E+2	
 1.1260242E+7	 2.7185937E+0	 5.0195408E+2	
 1.1260322E+7	 2.7285156E+0	 4.7166586E+2	
 1.1260402E+7	 2.7384375E+0	 5.0000000E+2	
 1.1260482E+7	 2.7483594E+0	 4.9706888E+2	
 1.1260562E+7	 2.7582813E+0	 4.7874939E+2	
 1.1260642E+7	 2.7682031E+0	 5.2247190E+2	
 1.1260722E+7	 2.7781250E+0	 4.8827553E+2	
 1.1260802E+7	 2.7880469E+0	 5.0341964E+2	
 1.1260882E+7	 2.7979687E+0	 5.1416707E+2	
 1.1260962E+7	 2.8078906E+0	 4.8314607E+2	
 1.1261042E+7	 2.8178125E+0	 5.2320468E+2	
 1.1261122E+7	 2.8277344E+0	 4.9316072E+2	
 1.1261202E+7	 2.8376562E+0	 4.9193943E+2	
 1.1261282E+7	 2.8475781E+0	 5.0806057E+2	
 1.1261362E+7	 2.8575000E+0	 4.7728384E+2	
 1.1261442E+7	 2.8674219E+0	 5.1001465E+2	
 1.1261522E+7	 2.8773438E+0	 4.7239864E+2	
 1.1261602E+7	 2.8872656E+0	 4.9120665E+2	
 1.1261682E+7	 2.8971875E+0	 4.8534441E+2	
 1.1261762E+7	 2.9071094E+0	 4.5994139E+2	
 1.1261842E+7	 2.9170312E+0	 4.9609184E+2	
 1.1261922E+7	 2.9269531E+0	 4.6213973E+2	
