Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 16:58:
Colonnes....:	            3
Lignes......:	         4284
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6057500E+5	P.cal.i.(µm):	 9.9218750E-3	V_min___(mV):	 3.6500570E+5	
P.abs.f.(mp):	 1.6485800E+5	P.cal.f.(µm):	 4.2505312E+1	V_max___(mV):	 1.9996743E+5	
Nbre_de_pts_:	 4.2840000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+1	
Source......:	Hg	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 2.1777720E+6	 9.9218750E-3	 2.4377137E+2	
 2.1778520E+6	 1.9843750E-2	 2.3660642E+2	
 2.1779320E+6	 2.9765625E-2	 2.3668784E+2	
 2.1780160E+6	 3.9687500E-2	 2.3440808E+2	
 2.1780960E+6	 4.9609375E-2	 2.2805732E+2	
 2.1781780E+6	 5.9531250E-2	 2.3530370E+2	
 2.1782580E+6	 6.9453125E-2	 2.3505944E+2	
 2.1783380E+6	 7.9375000E-2	 2.2374207E+2	
 2.1784180E+6	 8.9296875E-2	 2.2129947E+2	
 2.1784980E+6	 9.9218750E-2	 2.2756881E+2	
 2.1785780E+6	 1.0914062E-1	 2.1706562E+2	
 2.1786580E+6	 1.1906250E-1	 2.2765023E+2	
 2.1787380E+6	 1.2898437E-1	 2.2903436E+2	
 2.1788180E+6	 1.3890625E-1	 2.2186941E+2	
 2.1788980E+6	 1.4882813E-1	 2.3514086E+2	
 2.1789780E+6	 1.5875000E-1	 2.3001140E+2	
 2.1790580E+6	 1.6867187E-1	 2.3685068E+2	
 2.1791380E+6	 1.7859375E-1	 2.5036639E+2	
 2.1792180E+6	 1.8851562E-1	 2.5036639E+2	
 2.1793020E+6	 1.9843750E-1	 2.6534766E+2	
 2.1793820E+6	 2.0835937E-1	 2.7804917E+2	
 2.1794620E+6	 2.1828125E-1	 2.7935189E+2	
 2.1795420E+6	 2.2820312E-1	 2.7829343E+2	
 2.1796220E+6	 2.3812500E-1	 3.0744177E+2	
 2.1797060E+6	 2.4804687E-1	 2.9531020E+2	
 2.1797860E+6	 2.5796875E-1	 3.0841881E+2	
 2.1798660E+6	 2.6789062E-1	 3.1053573E+2	
 2.1799460E+6	 2.7781250E-1	 3.2641265E+2	
 2.1800260E+6	 2.8773437E-1	 3.1713077E+2	
 2.1801060E+6	 2.9765625E-1	 3.2730827E+2	
 2.1801860E+6	 3.0757812E-1	 3.4277806E+2	
 2.1802660E+6	 3.1750000E-1	 3.2966945E+2	
 2.1803460E+6	 3.2742187E-1	 3.4456930E+2	
 2.1804260E+6	 3.3734375E-1	 3.3105358E+2	
 2.1805060E+6	 3.4726563E-1	 3.3162352E+2	
 2.1805860E+6	 3.5718750E-1	 3.4961733E+2	
 2.1806660E+6	 3.6710937E-1	 3.2738969E+2	
 2.1807460E+6	 3.7703125E-1	 3.3748576E+2	
 2.1808260E+6	 3.8695312E-1	 3.1924769E+2	
 2.1809060E+6	 3.9687500E-1	 2.9840416E+2	
 2.1809860E+6	 4.0679687E-1	 2.9783422E+2	
 2.1810660E+6	 4.1671875E-1	 2.8627259E+2	
 2.1811460E+6	 4.2664062E-1	 2.6746458E+2	
 2.1812260E+6	 4.3656250E-1	 2.6078814E+2	
 2.1813060E+6	 4.4648437E-1	 2.4938935E+2	
 2.1813860E+6	 4.5640625E-1	 2.4539977E+2	
 2.1814660E+6	 4.6632812E-1	 2.2439343E+2	
 2.1815460E+6	 4.7625000E-1	 2.1877545E+2	
 2.1816260E+6	 4.8617187E-1	 2.1812409E+2	
 2.1817070E+6	 4.9609375E-1	 2.2195083E+2	
 2.1817870E+6	 5.0601562E-1	 2.2292787E+2	
 2.1818670E+6	 5.1593750E-1	 2.3864192E+2	
 2.1819470E+6	 5.2585937E-1	 2.4417847E+2	
 2.1820270E+6	 5.3578125E-1	 2.6648754E+2	
 2.1821070E+6	 5.4570312E-1	 2.7169842E+2	
 2.1821870E+6	 5.5562500E-1	 2.8472561E+2	
 2.1822670E+6	 5.6554688E-1	 3.0475491E+2	
 2.1823470E+6	 5.7546875E-1	 3.0345219E+2	
 2.1824270E+6	 5.8539062E-1	 3.2950661E+2	
 2.1825070E+6	 5.9531250E-1	 3.2087609E+2	
 2.1825870E+6	 6.0523437E-1	 3.3642730E+2	
 2.1826670E+6	 6.1515625E-1	 3.4839603E+2	
 2.1827470E+6	 6.2507812E-1	 3.2453999E+2	
 2.1828270E+6	 6.3500000E-1	 3.3455464E+2	
 2.1829070E+6	 6.4492187E-1	 3.2738969E+2	
 2.1829870E+6	 6.5484375E-1	 3.0760461E+2	
 2.1830670E+6	 6.6476563E-1	 2.9189056E+2	
 2.1831470E+6	 6.7468750E-1	 2.7560657E+2	
 2.1832270E+6	 6.8460937E-1	 2.6469630E+2	
 2.1833070E+6	 6.9453125E-1	 2.7096564E+2	
 2.1833870E+6	 7.0445312E-1	 2.5232047E+2	
 2.1834670E+6	 7.1437500E-1	 2.4841231E+2	
 2.1835470E+6	 7.2429687E-1	 2.2830158E+2	
 2.1836270E+6	 7.3421875E-1	 2.2626609E+2	
 2.1837070E+6	 7.4414062E-1	 2.2944146E+2	
 2.1837870E+6	 7.5406250E-1	 2.1641426E+2	
 2.1838670E+6	 7.6398437E-1	 2.3733920E+2	
 2.1839470E+6	 7.7390625E-1	 2.5118059E+2	
 2.1840270E+6	 7.8382812E-1	 2.3945612E+2	
 2.1841070E+6	 7.9375000E-1	 2.5150627E+2	
 2.1841870E+6	 8.0367188E-1	 2.5500733E+2	
 2.1842670E+6	 8.1359375E-1	 2.8041035E+2	
 2.1843470E+6	 8.2351562E-1	 2.8985506E+2	
 2.1844270E+6	 8.3343750E-1	 3.0263799E+2	
 2.1845070E+6	 8.4335938E-1	 3.3048365E+2	
 2.1845870E+6	 8.5328125E-1	 3.2046899E+2	
 2.1846670E+6	 8.6320312E-1	 3.3080932E+2	
 2.1847520E+6	 8.7312500E-1	 3.4367368E+2	
 2.1848320E+6	 8.8304688E-1	 3.4456930E+2	
 2.1849120E+6	 8.9296875E-1	 3.4237096E+2	
 2.1849920E+6	 9.0289063E-1	 3.3585736E+2	
 2.1850720E+6	 9.1281250E-1	 3.3390328E+2	
 2.1851520E+6	 9.2273437E-1	 3.2136461E+2	
 2.1852320E+6	 9.3265625E-1	 3.1273410E+2	
 2.1853120E+6	 9.4257813E-1	 2.9368180E+2	
 2.1853920E+6	 9.5250000E-1	 2.7601367E+2	
 2.1854730E+6	 9.6242187E-1	 2.6705748E+2	
 2.1855530E+6	 9.7234375E-1	 2.5557727E+2	
 2.1856330E+6	 9.8226562E-1	 2.5435597E+2	
 2.1857130E+6	 9.9218750E-1	 2.4702817E+2	
 2.1857930E+6	 1.0021094E+0	 2.2732455E+2	
 2.1858730E+6	 1.0120312E+0	 2.3098844E+2	
 2.1859530E+6	 1.0219531E+0	 2.1861261E+2	
 2.1860350E+6	 1.0318750E+0	 2.2089237E+2	
 2.1861150E+6	 1.0417969E+0	 2.1543722E+2	
 2.1861950E+6	 1.0517187E+0	 2.1543722E+2	
 2.1862750E+6	 1.0616406E+0	 2.0990066E+2	
 2.1863550E+6	 1.0715625E+0	 2.2414917E+2	
 2.1864350E+6	 1.0814844E+0	 2.2447485E+2	
 2.1865150E+6	 1.0914062E+0	 2.4605113E+2	
 2.1865950E+6	 1.1013281E+0	 2.6184660E+2	
 2.1866760E+6	 1.1112500E+0	 2.8130597E+2	
 2.1867560E+6	 1.1211719E+0	 2.9091352E+2	
 2.1868360E+6	 1.1310938E+0	 3.2242307E+2	
 2.1869160E+6	 1.1410156E+0	 3.2046899E+2	
 2.1869960E+6	 1.1509375E+0	 3.4969875E+2	
 2.1870760E+6	 1.1608594E+0	 3.4562775E+2	
 2.1871580E+6	 1.1707812E+0	 3.5197851E+2	
 2.1872380E+6	 1.1807031E+0	 3.4815177E+2	
 2.1873180E+6	 1.1906250E+0	 3.4114966E+2	
 2.1873980E+6	 1.2005469E+0	 3.2747111E+2	
 2.1874780E+6	 1.2104687E+0	 3.3870706E+2	
 2.1875580E+6	 1.2203906E+0	 3.1322259E+2	
 2.1876380E+6	 1.2303125E+0	 3.1248984E+2	
 2.1877180E+6	 1.2402344E+0	 2.9319328E+2	
 2.1877980E+6	 1.2501562E+0	 2.7479237E+2	
 2.1878780E+6	 1.2600781E+0	 2.7291971E+2	
 2.1879580E+6	 1.2700000E+0	 2.5158769E+2	
 2.1880380E+6	 1.2799219E+0	 2.4377137E+2	
 2.1881180E+6	 1.2898437E+0	 2.4214298E+2	
 2.1881980E+6	 1.2997656E+0	 2.2081095E+2	
 2.1882820E+6	 1.3096875E+0	 2.3090702E+2	
 2.1883620E+6	 1.3196094E+0	 2.2211367E+2	
 2.1884440E+6	 1.3295313E+0	 2.1177332E+2	
 2.1885240E+6	 1.3394531E+0	 2.1478586E+2	
 2.1886060E+6	 1.3493750E+0	 2.2113663E+2	
 2.1886860E+6	 1.3592969E+0	 2.1853118E+2	
 2.1887660E+6	 1.3692187E+0	 2.2300929E+2	
 2.1888460E+6	 1.3791406E+0	 2.2870868E+2	
 2.1889260E+6	 1.3890625E+0	 2.4442273E+2	
 2.1890060E+6	 1.3989844E+0	 2.3904902E+2	
 2.1890860E+6	 1.4089062E+0	 2.5142485E+2	
 2.1891660E+6	 1.4188281E+0	 2.5582153E+2	
 2.1892460E+6	 1.4287500E+0	 2.5989252E+2	
 2.1893260E+6	 1.4386719E+0	 2.8448135E+2	
 2.1894060E+6	 1.4485937E+0	 2.9661292E+2	
 2.1894860E+6	 1.4585156E+0	 3.1069857E+2	
 2.1895660E+6	 1.4684375E+0	 3.2836673E+2	
 2.1896490E+6	 1.4783594E+0	 3.3137926E+2	
 2.1897290E+6	 1.4882812E+0	 3.4033546E+2	
 2.1898090E+6	 1.4982031E+0	 3.4652337E+2	
 2.1898890E+6	 1.5081250E+0	 3.4049830E+2	
 2.1899690E+6	 1.5180469E+0	 3.4383652E+2	
 2.1900490E+6	 1.5279687E+0	 3.4986159E+2	
 2.1901290E+6	 1.5378906E+0	 3.4041688E+2	
 2.1902090E+6	 1.5478125E+0	 3.3186778E+2	
 2.1902940E+6	 1.5577344E+0	 3.3390328E+2	
 2.1903740E+6	 1.5676562E+0	 3.2722685E+2	
 2.1904540E+6	 1.5775781E+0	 3.0972153E+2	
 2.1905340E+6	 1.5875000E+0	 3.1021005E+2	
 2.1906140E+6	 1.5974219E+0	 3.1224558E+2	
 2.1906940E+6	 1.6073438E+0	 2.9449600E+2	
 2.1907740E+6	 1.6172656E+0	 2.8179449E+2	
 2.1908580E+6	 1.6271875E+0	 2.7218693E+2	
 2.1909380E+6	 1.6371094E+0	 2.7275687E+2	
 2.1910180E+6	 1.6470312E+0	 2.5598437E+2	
 2.1910980E+6	 1.6569531E+0	 2.5744992E+2	
 2.1911780E+6	 1.6668750E+0	 2.3660642E+2	
 2.1912580E+6	 1.6767969E+0	 2.2455627E+2	
 2.1913380E+6	 1.6867188E+0	 2.2537047E+2	
 2.1914180E+6	 1.6966406E+0	 2.1161048E+2	
 2.1914980E+6	 1.7065625E+0	 2.1576290E+2	
 2.1915780E+6	 1.7164844E+0	 2.0623676E+2	
 2.1916580E+6	 1.7264062E+0	 2.1152906E+2	
 2.1917380E+6	 1.7363281E+0	 2.2716171E+2	
 2.1918180E+6	 1.7462500E+0	 2.3636216E+2	
 2.1918980E+6	 1.7561719E+0	 2.5118059E+2	
 2.1919780E+6	 1.7660938E+0	 2.6795310E+2	
 2.1920580E+6	 1.7760156E+0	 2.7177984E+2	
 2.1921380E+6	 1.7859375E+0	 3.1778213E+2	
 2.1922180E+6	 1.7958594E+0	 3.1501386E+2	
 2.1922980E+6	 1.8057813E+0	 3.2812247E+2	
 2.1923780E+6	 1.8157031E+0	 3.5165283E+2	
 2.1924580E+6	 1.8256250E+0	 3.3178636E+2	
 2.1925380E+6	 1.8355469E+0	 3.4961733E+2	
 2.1926180E+6	 1.8454687E+0	 3.3121642E+2	
 2.1926980E+6	 1.8553906E+0	 3.2942519E+2	
 2.1927780E+6	 1.8653125E+0	 3.3422896E+2	
 2.1928580E+6	 1.8752344E+0	 3.2405147E+2	
 2.1929380E+6	 1.8851563E+0	 3.1232700E+2	
 2.1930180E+6	 1.8950781E+0	 2.9335612E+2	
 2.1930980E+6	 1.9050000E+0	 2.7870053E+2	
 2.1931780E+6	 1.9149219E+0	 2.7047712E+2	
 2.1932580E+6	 1.9248437E+0	 2.5191337E+2	
 2.1933400E+6	 1.9347656E+0	 2.3318678E+2	
 2.1934200E+6	 1.9446875E+0	 2.3823482E+2	
 2.1935000E+6	 1.9546094E+0	 2.2691745E+2	
 2.1935800E+6	 1.9645312E+0	 2.2390491E+2	
 2.1936600E+6	 1.9744531E+0	 2.2895294E+2	
 2.1937400E+6	 1.9843750E+0	 2.2895294E+2	
 2.1938200E+6	 1.9942969E+0	 2.4336427E+2	
 2.1939000E+6	 2.0042187E+0	 2.4027032E+2	
 2.1939810E+6	 2.0141406E+0	 2.5411171E+2	
 2.1940660E+6	 2.0240625E+0	 2.6420778E+2	
 2.1941500E+6	 2.0339844E+0	 2.7861911E+2	
 2.1942300E+6	 2.0439063E+0	 2.7348965E+2	
 2.1943100E+6	 2.0538281E+0	 2.9522878E+2	
 2.1943900E+6	 2.0637500E+0	 2.9351896E+2	
 2.1944740E+6	 2.0736719E+0	 3.1965479E+2	
 2.1945540E+6	 2.0835937E+0	 3.2893667E+2	
 2.1946340E+6	 2.0935156E+0	 3.3960268E+2	
 2.1947180E+6	 2.1034375E+0	 3.2616839E+2	
 2.1947980E+6	 2.1133594E+0	 3.2177171E+2	
 2.1948780E+6	 2.1232812E+0	 3.2828531E+2	
 2.1949580E+6	 2.1332031E+0	 3.1957337E+2	
 2.1950430E+6	 2.1431250E+0	 2.9742712E+2	
 2.1951230E+6	 2.1530469E+0	 2.8928512E+2	
 2.1952030E+6	 2.1629688E+0	 2.8374857E+2	
 2.1952830E+6	 2.1728906E+0	 2.8391141E+2	
 2.1953630E+6	 2.1828125E+0	 2.7153558E+2	
 2.1954470E+6	 2.1927344E+0	 2.6738316E+2	
 2.1955270E+6	 2.2026562E+0	 2.5052923E+2	
 2.1956070E+6	 2.2125781E+0	 2.4621397E+2	
 2.1956870E+6	 2.2225000E+0	 2.3172122E+2	
 2.1957670E+6	 2.2324219E+0	 2.3587364E+2	
 2.1958470E+6	 2.2423437E+0	 2.2447485E+2	
 2.1959270E+6	 2.2522656E+0	 2.2162515E+2	
 2.1960070E+6	 2.2621875E+0	 2.3066276E+2	
 2.1960870E+6	 2.2721094E+0	 2.1250610E+2	
 2.1961710E+6	 2.2820313E+0	 2.2553331E+2	
 2.1962510E+6	 2.2919531E+0	 2.2284645E+2	
 2.1963310E+6	 2.3018750E+0	 2.2911578E+2	
 2.1964110E+6	 2.3117969E+0	 2.2691745E+2	
 2.1964910E+6	 2.3217187E+0	 2.4686533E+2	
 2.1965710E+6	 2.3316406E+0	 2.5207621E+2	
 2.1966510E+6	 2.3415625E+0	 2.6282364E+2	
 2.1967310E+6	 2.3514844E+0	 2.9555446E+2	
 2.1968110E+6	 2.3614062E+0	 3.0157954E+2	
 2.1968930E+6	 2.3713281E+0	 3.2006189E+2	
 2.1969730E+6	 2.3812500E+0	 3.3097216E+2	
 2.1970530E+6	 2.3911719E+0	 3.2494709E+2	
 2.1971330E+6	 2.4010937E+0	 3.4481356E+2	
 2.1972130E+6	 2.4110156E+0	 3.4424362E+2	
 2.1972930E+6	 2.4209375E+0	 3.2633123E+2	
 2.1973730E+6	 2.4308594E+0	 3.3007655E+2	
 2.1974530E+6	 2.4407812E+0	 3.1086141E+2	
 2.1975330E+6	 2.4507031E+0	 3.0679041E+2	
 2.1976160E+6	 2.4606250E+0	 2.9791564E+2	
 2.1976960E+6	 2.4705469E+0	 2.9351896E+2	
 2.1977760E+6	 2.4804687E+0	 2.7837485E+2	
 2.1978560E+6	 2.4903906E+0	 2.6901156E+2	
 2.1979360E+6	 2.5003125E+0	 2.5468165E+2	
 2.1980160E+6	 2.5102344E+0	 2.4067742E+2	
 2.1980960E+6	 2.5201562E+0	 2.4165446E+2	
 2.1981760E+6	 2.5300781E+0	 2.2366065E+2	
 2.1982560E+6	 2.5400000E+0	 2.2414917E+2	
 2.1983360E+6	 2.5499219E+0	 2.3082560E+2	
 2.1984160E+6	 2.5598437E+0	 2.1739130E+2	
 2.1984960E+6	 2.5697656E+0	 2.3131412E+2	
 2.1985760E+6	 2.5796875E+0	 2.2349781E+2	
 2.1986560E+6	 2.5896094E+0	 2.2317213E+2	
 2.1987360E+6	 2.5995312E+0	 2.3611790E+2	
 2.1988160E+6	 2.6094531E+0	 2.3277968E+2	
 2.1988960E+6	 2.6193750E+0	 2.5484449E+2	
 2.1989760E+6	 2.6292969E+0	 2.5850838E+2	
 2.1990560E+6	 2.6392187E+0	 2.6502198E+2	
 2.1991360E+6	 2.6491406E+0	 2.7918905E+2	
 2.1992160E+6	 2.6590625E+0	 2.7528089E+2	
 2.1992960E+6	 2.6689844E+0	 3.0060250E+2	
 2.1993780E+6	 2.6789062E+0	 2.9612440E+2	
 2.1994580E+6	 2.6888281E+0	 3.0394071E+2	
 2.1995380E+6	 2.6987500E+0	 3.1362972E+2	
 2.1996180E+6	 2.7086719E+0	 3.2112035E+2	
