Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 14:05:
Colonnes....:	            3
Lignes......:	          710
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6110000E+5	P.cal.i.(µm):	 5.2189062E+1	V_min___(mV):	 5.4469955E+5	
P.abs.f.(mp):	 1.6175800E+5	P.cal.f.(µm):	 1.1747500E+2	V_max___(mV):	 4.5749879E+5	
Nbre_de_pts_:	 7.1000000E+2	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	blanche	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 7.9860780E+6	 5.2189062E+1	 5.0561798E+2	
 7.9861580E+6	 5.2288281E+1	 5.0390816E+2	
 7.9862380E+6	 5.2387500E+1	 5.0415242E+2	
 7.9863180E+6	 5.2486719E+1	 5.0512946E+2	
 7.9863980E+6	 5.2585937E+1	 5.0586224E+2	
 7.9864780E+6	 5.2685156E+1	 5.0537372E+2	
 7.9865580E+6	 5.2784375E+1	 5.0439668E+2	
 7.9866380E+6	 5.2883594E+1	 5.0464094E+2	
 7.9867180E+6	 5.2982812E+1	 5.0561798E+2	
 7.9868030E+6	 5.3082031E+1	 5.0561798E+2	
 7.9868830E+6	 5.3181250E+1	 5.0561798E+2	
 7.9869630E+6	 5.3280469E+1	 5.0561798E+2	
 7.9870430E+6	 5.3379687E+1	 5.0464094E+2	
 7.9871230E+6	 5.3478906E+1	 5.0439668E+2	
 7.9872030E+6	 5.3578125E+1	 5.0366390E+2	
 7.9872830E+6	 5.3677344E+1	 5.0561798E+2	
 7.9873630E+6	 5.3776562E+1	 5.0586224E+2	
 7.9874430E+6	 5.3875781E+1	 5.0488520E+2	
 7.9875230E+6	 5.3975000E+1	 5.0317538E+2	
 7.9876030E+6	 5.4074219E+1	 5.0366390E+2	
 7.9876830E+6	 5.4173437E+1	 5.0561798E+2	
 7.9877630E+6	 5.4272656E+1	 5.0561798E+2	
 7.9878440E+6	 5.4371875E+1	 5.0341964E+2	
 7.9879240E+6	 5.4471094E+1	 5.0341964E+2	
 7.9880040E+6	 5.4570312E+1	 5.0366390E+2	
 7.9880840E+6	 5.4669531E+1	 5.0561798E+2	
 7.9881640E+6	 5.4768750E+1	 5.0561798E+2	
 7.9882440E+6	 5.4867969E+1	 5.0586224E+2	
 7.9883240E+6	 5.4967187E+1	 5.0366390E+2	
 7.9884040E+6	 5.5066406E+1	 5.0317538E+2	
 7.9884840E+6	 5.5165625E+1	 5.0512946E+2	
 7.9885640E+6	 5.5264844E+1	 5.0561798E+2	
 7.9886440E+6	 5.5364062E+1	 5.0488520E+2	
 7.9887270E+6	 5.5463281E+1	 5.0317538E+2	
 7.9888070E+6	 5.5562500E+1	 5.0317538E+2	
 7.9888870E+6	 5.5661719E+1	 5.0317538E+2	
 7.9889690E+6	 5.5760937E+1	 5.0464094E+2	
 7.9890490E+6	 5.5860156E+1	 5.0366390E+2	
 7.9891290E+6	 5.5959375E+1	 5.0390816E+2	
 7.9892090E+6	 5.6058594E+1	 5.0341964E+2	
 7.9892890E+6	 5.6157812E+1	 5.0195408E+2	
 7.9893690E+6	 5.6257031E+1	 5.0219834E+2	
 7.9894490E+6	 5.6356250E+1	 5.0317538E+2	
 7.9895290E+6	 5.6455469E+1	 5.0366390E+2	
 7.9896090E+6	 5.6554687E+1	 5.0341964E+2	
 7.9896890E+6	 5.6653906E+1	 5.0146556E+2	
 7.9897690E+6	 5.6753125E+1	 5.0219834E+2	
 7.9898490E+6	 5.6852344E+1	 5.0341964E+2	
 7.9899290E+6	 5.6951562E+1	 5.0341964E+2	
 7.9900090E+6	 5.7050781E+1	 5.0317538E+2	
 7.9900890E+6	 5.7150000E+1	 5.0170982E+2	
 7.9901690E+6	 5.7249219E+1	 5.0293112E+2	
 7.9902490E+6	 5.7348437E+1	 5.0390816E+2	
 7.9903310E+6	 5.7447656E+1	 5.0390816E+2	
 7.9904110E+6	 5.7546875E+1	 5.0537372E+2	
 7.9904940E+6	 5.7646094E+1	 5.0341964E+2	
 7.9905740E+6	 5.7745312E+1	 5.0317538E+2	
 7.9906540E+6	 5.7844531E+1	 5.0317538E+2	
 7.9907340E+6	 5.7943750E+1	 5.0464094E+2	
 7.9908140E+6	 5.8042969E+1	 5.0561798E+2	
 7.9908940E+6	 5.8142187E+1	 5.0561798E+2	
 7.9909740E+6	 5.8241406E+1	 5.0415242E+2	
 7.9910540E+6	 5.8340625E+1	 5.0366390E+2	
 7.9911340E+6	 5.8439844E+1	 5.0537372E+2	
 7.9912140E+6	 5.8539062E+1	 5.0561798E+2	
 7.9912940E+6	 5.8638281E+1	 5.0561798E+2	
 7.9913740E+6	 5.8737500E+1	 5.0561798E+2	
 7.9914540E+6	 5.8836719E+1	 5.0341964E+2	
 7.9915340E+6	 5.8935937E+1	 5.0439668E+2	
 7.9916170E+6	 5.9035156E+1	 5.0732780E+2	
 7.9916970E+6	 5.9134375E+1	 5.0561798E+2	
 7.9917770E+6	 5.9233594E+1	 5.0586224E+2	
 7.9918570E+6	 5.9332812E+1	 5.0464094E+2	
 7.9919370E+6	 5.9432031E+1	 5.0390816E+2	
 7.9920170E+6	 5.9531250E+1	 5.0537372E+2	
 7.9920970E+6	 5.9630469E+1	 5.0586224E+2	
 7.9921770E+6	 5.9729687E+1	 5.0537372E+2	
 7.9922570E+6	 5.9828906E+1	 5.0415242E+2	
 7.9923370E+6	 5.9928125E+1	 5.0317538E+2	
 7.9924170E+6	 6.0027344E+1	 5.0366390E+2	
 7.9924990E+6	 6.0126562E+1	 5.0390816E+2	
 7.9925790E+6	 6.0225781E+1	 5.0439668E+2	
 7.9926600E+6	 6.0325000E+1	 5.0268686E+2	
 7.9927400E+6	 6.0424219E+1	 5.0341964E+2	
 7.9928200E+6	 6.0523437E+1	 5.0122130E+2	
 7.9929000E+6	 6.0622656E+1	 5.0317538E+2	
 7.9929800E+6	 6.0721875E+1	 5.0317538E+2	
 7.9930600E+6	 6.0821094E+1	 5.0317538E+2	
 7.9931400E+6	 6.0920312E+1	 5.0122130E+2	
 7.9932200E+6	 6.1019531E+1	 5.0122130E+2	
 7.9933050E+6	 6.1118750E+1	 5.0244260E+2	
 7.9933850E+6	 6.1217969E+1	 5.0073278E+2	
 7.9934650E+6	 6.1317187E+1	 5.0244260E+2	
 7.9935500E+6	 6.1416406E+1	 5.0317538E+2	
 7.9936300E+6	 6.1515625E+1	 5.0244260E+2	
 7.9937100E+6	 6.1614844E+1	 5.0317538E+2	
 7.9937900E+6	 6.1714062E+1	 5.0122130E+2	
 7.9938700E+6	 6.1813281E+1	 5.0073278E+2	
 7.9939530E+6	 6.1912500E+1	 5.0317538E+2	
 7.9940330E+6	 6.2011719E+1	 5.0122130E+2	
 7.9941130E+6	 6.2110937E+1	 5.0366390E+2	
 7.9941930E+6	 6.2210156E+1	 5.0390816E+2	
 7.9942730E+6	 6.2309375E+1	 5.0293112E+2	
 7.9943530E+6	 6.2408594E+1	 5.0293112E+2	
 7.9944330E+6	 6.2507812E+1	 5.0390816E+2	
 7.9945130E+6	 6.2607031E+1	 5.0537372E+2	
 7.9945930E+6	 6.2706250E+1	 5.0512946E+2	
 7.9946730E+6	 6.2805469E+1	 5.0488520E+2	
 7.9947530E+6	 6.2904687E+1	 5.0415242E+2	
 7.9948330E+6	 6.3003906E+1	 5.0561798E+2	
 7.9949130E+6	 6.3103125E+1	 5.0683928E+2	
 7.9949930E+6	 6.3202344E+1	 5.0586224E+2	
 7.9950730E+6	 6.3301562E+1	 5.0561798E+2	
 7.9951530E+6	 6.3400781E+1	 5.0561798E+2	
 7.9952330E+6	 6.3500000E+1	 5.0781631E+2	
 7.9953130E+6	 6.3599219E+1	 5.0732780E+2	
 7.9953930E+6	 6.3698437E+1	 5.0683928E+2	
 7.9954730E+6	 6.3797656E+1	 5.0586224E+2	
 7.9955530E+6	 6.3896875E+1	 5.0537372E+2	
 7.9956330E+6	 6.3996094E+1	 5.0635076E+2	
 7.9957130E+6	 6.4095312E+1	 5.0732780E+2	
 7.9957930E+6	 6.4194531E+1	 5.0683928E+2	
 7.9958730E+6	 6.4293750E+1	 5.0561798E+2	
 7.9959530E+6	 6.4392969E+1	 5.0464094E+2	
 7.9960330E+6	 6.4492187E+1	 5.0512946E+2	
 7.9961130E+6	 6.4591406E+1	 5.0561798E+2	
 7.9961930E+6	 6.4690625E+1	 5.0610650E+2	
 7.9962730E+6	 6.4789844E+1	 5.0341964E+2	
 7.9963530E+6	 6.4889062E+1	 5.0341964E+2	
 7.9964330E+6	 6.4988281E+1	 5.0488520E+2	
 7.9965130E+6	 6.5087500E+1	 5.0488520E+2	
 7.9965930E+6	 6.5186719E+1	 5.0439668E+2	
 7.9966750E+6	 6.5285938E+1	 5.0195408E+2	
 7.9967600E+6	 6.5385156E+1	 5.0122130E+2	
 7.9968400E+6	 6.5484375E+1	 5.0219834E+2	
 7.9969200E+6	 6.5583594E+1	 5.0073278E+2	
 7.9970000E+6	 6.5682812E+1	 5.0097704E+2	
 7.9970800E+6	 6.5782031E+1	 5.0195408E+2	
 7.9971600E+6	 6.5881250E+1	 5.0219834E+2	
 7.9972400E+6	 6.5980469E+1	 5.0073278E+2	
