177.85	1081.33
178.07	1081.33
178.28	1081.33
178.50	1021.94
178.72	1040.37
178.94	1296.36
179.16	1167.34
179.38	1196.01
179.59	1279.98
179.81	1265.64
180.03	1294.32
180.25	1220.59
180.47	1210.35
180.68	1220.59
180.90	1228.78
181.12	1140.72
181.34	1273.84
181.56	1175.53
181.78	1204.21
181.99	1230.83
182.21	1263.60
182.43	1224.69
182.65	1273.84
182.87	1247.21
183.08	1337.32
183.30	1212.40
183.52	1261.55
183.74	1263.60
183.96	1327.08
184.17	1294.32
184.39	1236.97
184.61	1368.04
184.83	1351.66
185.05	1294.32
185.26	1417.19
185.48	1402.86
185.70	1366.00
185.92	1347.56
186.14	1409.00
186.35	1349.61
186.57	1351.66
186.79	1417.19
187.01	1206.25
187.23	1255.40
187.44	1263.60
187.66	1261.55
187.88	1189.87
188.10	1286.12
188.32	1275.88
188.53	1318.89
188.75	1327.08
188.97	1271.79
189.19	1214.45
189.41	1331.18
189.62	1267.69
189.84	1306.60
190.06	1148.91
190.28	1220.59
190.49	1277.93
190.71	1335.28
190.93	1339.37
191.15	1339.37
191.37	1286.12
191.58	1267.69
191.80	1300.46
192.02	1337.32
192.24	1318.89
192.45	1253.36
192.67	1320.94
192.89	1232.88
193.11	1279.98
193.33	1255.40
193.54	1335.28
193.76	1296.36
193.98	1282.03
194.20	1265.64
194.41	1261.55
194.63	1310.70
194.85	1257.45
195.07	1232.88
195.28	1345.52
195.50	1138.67
195.72	1228.78
195.94	1286.12
196.16	1302.51
196.37	1265.64
196.59	1228.78
196.81	1294.32
197.03	1347.56
197.24	1273.84
197.46	1312.75
197.68	1273.84
197.90	1288.17
198.11	1314.80
198.33	1236.97
198.55	1263.60
198.77	1236.97
198.98	1269.74
199.20	1239.02
199.42	1302.51
199.64	1179.63
199.85	1220.59
200.07	1261.55
200.29	1243.12
200.51	1302.51
200.72	1318.89
200.94	1345.52
201.16	1327.08
201.37	1396.71
201.59	1228.78
201.81	1351.66
202.03	1337.32
202.24	1261.55
202.46	1279.98
202.68	1253.36
202.90	1226.73
203.11	1196.01
203.33	1253.36
203.55	1228.78
203.77	1271.79
203.98	1318.89
204.20	1206.25
204.42	1224.69
204.63	1460.20
204.85	1363.95
205.07	1298.41
205.29	1351.66
205.50	1306.60
205.72	1345.52
205.94	1322.99
206.15	1236.97
206.37	1306.60
206.59	1273.84
206.81	1253.36
207.02	1277.93
207.24	1320.94
207.46	1279.98
207.67	1312.75
207.89	1292.27
208.11	1271.79
208.33	1349.61
208.54	1316.84
208.76	1282.03
208.98	1304.56
209.19	1359.85
209.41	1265.64
209.63	1271.79
209.85	1277.93
210.06	1302.51
210.28	1230.83
210.50	1279.98
210.71	1310.70
210.93	1296.36
211.15	1388.52
211.36	1292.27
211.58	1327.08
211.80	1370.09
212.02	1222.64
212.23	1239.02
212.45	1239.02
212.67	1212.40
212.88	1288.17
213.10	1357.80
213.32	1277.93
213.53	1288.17
213.75	1318.89
213.97	1302.51
214.18	1189.87
214.40	1343.47
214.62	1236.97
214.83	1175.53
215.05	1316.84
215.27	1337.32
215.48	1245.16
215.70	1261.55
215.92	1228.78
216.14	1353.71
216.35	1308.65
216.57	1255.40
216.79	1208.30
217.00	1236.97
217.22	1339.37
217.44	1296.36
217.65	1288.17
217.87	1300.46
218.09	1351.66
218.30	1312.75
218.52	1257.45
218.74	1294.32
218.95	1320.94
219.17	1335.28
219.39	1310.70
219.60	1325.04
219.82	1304.56
220.04	1353.71
220.25	1406.95
220.47	1306.60
220.69	1384.43
220.90	1329.13
221.12	1343.47
221.33	1234.93
221.55	1294.32
221.77	1345.52
221.98	1269.74
222.20	1337.32
222.42	1400.81
222.63	1271.79
222.85	1314.80
223.07	1294.32
223.28	1345.52
223.50	1284.08
223.72	1343.47
223.93	1400.81
224.15	1239.02
224.37	1290.22
224.58	1222.64
224.80	1277.93
225.01	1347.56
225.23	1343.47
225.45	1320.94
225.66	1241.07
225.88	1273.84
226.10	1359.85
226.31	1228.78
226.53	1327.08
226.75	1343.47
226.96	1277.93
227.18	1329.13
227.39	1351.66
227.61	1339.37
227.83	1275.88
228.04	1359.85
228.26	1404.91
228.48	1308.65
228.69	1488.87
228.91	1327.08
229.12	1335.28
229.34	1263.60
229.56	1341.42
229.77	1269.74
229.99	1343.47
230.21	1284.08
230.42	1345.52
230.64	1357.80
230.85	1298.41
231.07	1263.60
231.29	1378.28
231.50	1298.41
231.72	1273.84
231.93	1374.19
232.15	1255.40
232.37	1443.82
232.58	1384.43
232.80	1378.28
233.02	1417.19
233.23	1320.94
233.45	1273.84
233.66	1351.66
233.88	1306.60
234.10	1261.55
234.31	1394.67
234.53	1368.04
234.74	1411.05
234.96	1411.05
235.18	1378.28
235.39	1327.08
235.61	1302.51
235.82	1458.15
236.04	1359.85
236.25	1421.29
236.47	1421.29
236.69	1376.24
236.90	1386.47
237.12	1419.24
237.33	1404.91
237.55	1458.15
237.77	1423.34
237.98	1411.05
238.20	1468.39
238.41	1415.15
238.63	1507.30
238.85	1540.07
239.06	1460.20
239.28	1413.10
239.49	1423.34
239.71	1472.49
239.92	1421.29
240.14	1388.52
240.36	1540.07
240.57	1443.82
240.79	1468.39
241.00	1517.54
241.22	1443.82
241.43	1511.40
241.65	1568.74
241.87	1484.78
242.08	1507.30
242.30	1466.35
242.51	1468.39
242.73	1402.86
242.94	1482.73
243.16	1648.61
243.37	1632.23
243.59	1667.05
243.81	1832.93
244.02	1765.35
244.24	1818.60
244.45	1802.21
244.67	1789.92
244.88	1974.24
245.10	1746.92
