Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 14:17:
Colonnes....:	            3
Lignes......:	          841
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6114000E+5	P.cal.i.(µm):	 5.6157812E+1	V_min___(mV):	 5.5495846E+5	
P.abs.f.(mp):	 1.6198000E+5	P.cal.f.(µm):	 1.3950156E+2	V_max___(mV):	 1.8295066E+5	
Nbre_de_pts_:	 8.4100000E+2	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	blanche	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 8.6480440E+6	 5.6157812E+1	 3.6932096E+2	
 8.6481240E+6	 5.6257031E+1	 3.7029800E+2	
 8.6482040E+6	 5.6356250E+1	 3.6883244E+2	
 8.6482840E+6	 5.6455469E+1	 3.6907670E+2	
 8.6483640E+6	 5.6554687E+1	 3.6883244E+2	
 8.6484440E+6	 5.6653906E+1	 3.7103078E+2	
 8.6485240E+6	 5.6753125E+1	 3.6956522E+2	
 8.6486040E+6	 5.6852344E+1	 3.6883244E+2	
 8.6486840E+6	 5.6951562E+1	 3.6883244E+2	
 8.6487640E+6	 5.7050781E+1	 3.6956522E+2	
 8.6488440E+6	 5.7150000E+1	 3.7127504E+2	
 8.6489240E+6	 5.7249219E+1	 3.7054226E+2	
 8.6490040E+6	 5.7348437E+1	 3.6883244E+2	
 8.6490840E+6	 5.7447656E+1	 3.6907670E+2	
 8.6491640E+6	 5.7546875E+1	 3.6907670E+2	
 8.6492440E+6	 5.7646094E+1	 3.7005374E+2	
 8.6493240E+6	 5.7745312E+1	 3.6932096E+2	
 8.6494040E+6	 5.7844531E+1	 3.6907670E+2	
 8.6494840E+6	 5.7943750E+1	 3.6883244E+2	
 8.6495640E+6	 5.8042969E+1	 3.6883244E+2	
 8.6496440E+6	 5.8142187E+1	 3.7127504E+2	
 8.6497240E+6	 5.8241406E+1	 3.6907670E+2	
 8.6498040E+6	 5.8340625E+1	 3.6907670E+2	
 8.6498840E+6	 5.8439844E+1	 3.6932096E+2	
 8.6499640E+6	 5.8539062E+1	 3.7005374E+2	
 8.6500440E+6	 5.8638281E+1	 3.7078652E+2	
 8.6501240E+6	 5.8737500E+1	 3.6883244E+2	
 8.6502040E+6	 5.8836719E+1	 3.6883244E+2	
 8.6502840E+6	 5.8935937E+1	 3.6932096E+2	
 8.6503640E+6	 5.9035156E+1	 3.7127504E+2	
 8.6504440E+6	 5.9134375E+1	 3.7200782E+2	
 8.6505240E+6	 5.9233594E+1	 3.7127504E+2	
 8.6506040E+6	 5.9332812E+1	 3.7029800E+2	
 8.6506840E+6	 5.9432031E+1	 3.6907670E+2	
 8.6507640E+6	 5.9531250E+1	 3.7176356E+2	
 8.6508440E+6	 5.9630469E+1	 3.7274060E+2	
 8.6509240E+6	 5.9729687E+1	 3.7127504E+2	
 8.6510040E+6	 5.9828906E+1	 3.6956522E+2	
 8.6510840E+6	 5.9928125E+1	 3.6932096E+2	
 8.6511640E+6	 6.0027344E+1	 3.7225208E+2	
 8.6512440E+6	 6.0126562E+1	 3.7371764E+2	
 8.6513240E+6	 6.0225781E+1	 3.7127504E+2	
 8.6514040E+6	 6.0325000E+1	 3.6932096E+2	
 8.6514840E+6	 6.0424219E+1	 3.6883244E+2	
 8.6515640E+6	 6.0523437E+1	 3.7127504E+2	
 8.6516440E+6	 6.0622656E+1	 3.7225208E+2	
 8.6517240E+6	 6.0721875E+1	 3.7127504E+2	
 8.6518040E+6	 6.0821094E+1	 3.6980948E+2	
 8.6518840E+6	 6.0920312E+1	 3.6956522E+2	
 8.6519640E+6	 6.1019531E+1	 3.7200782E+2	
 8.6520440E+6	 6.1118750E+1	 3.7371764E+2	
 8.6521240E+6	 6.1217969E+1	 3.7078652E+2	
 8.6522040E+6	 6.1317187E+1	 3.6932096E+2	
 8.6522840E+6	 6.1416406E+1	 3.6932096E+2	
 8.6523640E+6	 6.1515625E+1	 3.7225208E+2	
 8.6524440E+6	 6.1614844E+1	 3.7371764E+2	
 8.6525240E+6	 6.1714062E+1	 3.7200782E+2	
 8.6526040E+6	 6.1813281E+1	 3.6932096E+2	
 8.6526840E+6	 6.1912500E+1	 3.6932096E+2	
 8.6527640E+6	 6.2011719E+1	 3.7103078E+2	
 8.6528440E+6	 6.2110937E+1	 3.7078652E+2	
 8.6529240E+6	 6.2210156E+1	 3.7029800E+2	
 8.6530040E+6	 6.2309375E+1	 3.6907670E+2	
 8.6530840E+6	 6.2408594E+1	 3.6883244E+2	
 8.6531640E+6	 6.2507812E+1	 3.6932096E+2	
 8.6532440E+6	 6.2607031E+1	 3.7029800E+2	
 8.6533240E+6	 6.2706250E+1	 3.6980948E+2	
 8.6534040E+6	 6.2805469E+1	 3.6883244E+2	
 8.6534840E+6	 6.2904687E+1	 3.6883244E+2	
 8.6535640E+6	 6.3003906E+1	 3.7054226E+2	
 8.6536440E+6	 6.3103125E+1	 3.6883244E+2	
 8.6537240E+6	 6.3202344E+1	 3.6883244E+2	
 8.6538040E+6	 6.3301562E+1	 3.6834392E+2	
 8.6538840E+6	 6.3400781E+1	 3.6883244E+2	
 8.6539640E+6	 6.3500000E+1	 3.6907670E+2	
 8.6540440E+6	 6.3599219E+1	 3.7005374E+2	
 8.6541240E+6	 6.3698437E+1	 3.6956522E+2	
 8.6542040E+6	 6.3797656E+1	 3.6883244E+2	
 8.6542840E+6	 6.3896875E+1	 3.6883244E+2	
 8.6543640E+6	 6.3996094E+1	 3.6956522E+2	
 8.6544440E+6	 6.4095312E+1	 3.7078652E+2	
 8.6545240E+6	 6.4194531E+1	 3.6932096E+2	
 8.6546040E+6	 6.4293750E+1	 3.6883244E+2	
 8.6546840E+6	 6.4392969E+1	 3.6883244E+2	
 8.6547640E+6	 6.4492187E+1	 3.7103078E+2	
 8.6548440E+6	 6.4591406E+1	 3.7127504E+2	
 8.6549240E+6	 6.4690625E+1	 3.6956522E+2	
 8.6550040E+6	 6.4789844E+1	 3.6883244E+2	
 8.6550840E+6	 6.4889062E+1	 3.6883244E+2	
 8.6551640E+6	 6.4988281E+1	 3.7103078E+2	
 8.6552440E+6	 6.5087500E+1	 3.7225208E+2	
 8.6553240E+6	 6.5186719E+1	 3.7078652E+2	
 8.6554040E+6	 6.5285938E+1	 3.7078652E+2	
 8.6554840E+6	 6.5385156E+1	 3.6907670E+2	
 8.6555640E+6	 6.5484375E+1	 3.7127504E+2	
 8.6556440E+6	 6.5583594E+1	 3.7225208E+2	
 8.6557240E+6	 6.5682812E+1	 3.7225208E+2	
 8.6558040E+6	 6.5782031E+1	 3.6980948E+2	
 8.6558840E+6	 6.5881250E+1	 3.7078652E+2	
 8.6559640E+6	 6.5980469E+1	 3.7371764E+2	
 8.6560440E+6	 6.6079687E+1	 3.7322912E+2	
 8.6561240E+6	 6.6178906E+1	 3.7249634E+2	
 8.6562040E+6	 6.6278125E+1	 3.7005374E+2	
 8.6562840E+6	 6.6377344E+1	 3.7078652E+2	
 8.6563640E+6	 6.6476562E+1	 3.7298486E+2	
 8.6564440E+6	 6.6575781E+1	 3.7371764E+2	
 8.6565240E+6	 6.6675000E+1	 3.7249634E+2	
 8.6566040E+6	 6.6774219E+1	 3.7005374E+2	
 8.6566840E+6	 6.6873437E+1	 3.7078652E+2	
 8.6567640E+6	 6.6972656E+1	 3.7225208E+2	
 8.6568440E+6	 6.7071875E+1	 3.7274060E+2	
 8.6569240E+6	 6.7171094E+1	 3.7225208E+2	
 8.6570040E+6	 6.7270313E+1	 3.6956522E+2	
 8.6570840E+6	 6.7369531E+1	 3.6956522E+2	
 8.6571640E+6	 6.7468750E+1	 3.7151930E+2	
 8.6572440E+6	 6.7567969E+1	 3.7127504E+2	
 8.6573240E+6	 6.7667187E+1	 3.7127504E+2	
 8.6574040E+6	 6.7766406E+1	 3.6956522E+2	
 8.6574840E+6	 6.7865625E+1	 3.6883244E+2	
 8.6575640E+6	 6.7964844E+1	 3.7054226E+2	
 8.6576440E+6	 6.8064062E+1	 3.7054226E+2	
 8.6577240E+6	 6.8163281E+1	 3.6932096E+2	
 8.6578040E+6	 6.8262500E+1	 3.6883244E+2	
 8.6578840E+6	 6.8361719E+1	 3.6883244E+2	
 8.6579640E+6	 6.8460937E+1	 3.6907670E+2	
 8.6580440E+6	 6.8560156E+1	 3.7005374E+2	
 8.6581240E+6	 6.8659375E+1	 3.6907670E+2	
 8.6582040E+6	 6.8758594E+1	 3.6883244E+2	
 8.6582840E+6	 6.8857812E+1	 3.6858818E+2	
 8.6583640E+6	 6.8957031E+1	 3.6883244E+2	
 8.6584440E+6	 6.9056250E+1	 3.6907670E+2	
 8.6585240E+6	 6.9155469E+1	 3.6956522E+2	
 8.6586040E+6	 6.9254688E+1	 3.6883244E+2	
 8.6586840E+6	 6.9353906E+1	 3.6883244E+2	
 8.6587640E+6	 6.9453125E+1	 3.6907670E+2	
 8.6588440E+6	 6.9552344E+1	 3.6883244E+2	
 8.6589240E+6	 6.9651562E+1	 3.7054226E+2	
 8.6590040E+6	 6.9750781E+1	 3.6883244E+2	
 8.6590840E+6	 6.9850000E+1	 3.6883244E+2	
 8.6591640E+6	 6.9949219E+1	 3.6932096E+2	
 8.6592440E+6	 7.0048437E+1	 3.7103078E+2	
 8.6593240E+6	 7.0147656E+1	 3.7200782E+2	
 8.6594040E+6	 7.0246875E+1	 3.6956522E+2	
 8.6594840E+6	 7.0346094E+1	 3.6932096E+2	
 8.6595640E+6	 7.0445312E+1	 3.7103078E+2	
 8.6596440E+6	 7.0544531E+1	 3.7347338E+2	
 8.6597240E+6	 7.0643750E+1	 3.7225208E+2	
 8.6598040E+6	 7.0742969E+1	 3.7029800E+2	
 8.6598840E+6	 7.0842187E+1	 3.7078652E+2	
 8.6599640E+6	 7.0941406E+1	 3.7298486E+2	
 8.6600440E+6	 7.1040625E+1	 3.7371764E+2	
 8.6601240E+6	 7.1139844E+1	 3.7322912E+2	
 8.6602040E+6	 7.1239063E+1	 3.7127504E+2	
 8.6602840E+6	 7.1338281E+1	 3.6956522E+2	
 8.6603640E+6	 7.1437500E+1	 3.7298486E+2	
 8.6604440E+6	 7.1536719E+1	 3.7347338E+2	
 8.6605240E+6	 7.1635937E+1	 3.7298486E+2	
 8.6606040E+6	 7.1735156E+1	 3.7054226E+2	
 8.6606840E+6	 7.1834375E+1	 3.7054226E+2	
 8.6607640E+6	 7.1933594E+1	 3.7127504E+2	
 8.6608440E+6	 7.2032812E+1	 3.7274060E+2	
 8.6609240E+6	 7.2132031E+1	 3.7176356E+2	
 8.6610040E+6	 7.2231250E+1	 3.6907670E+2	
 8.6610840E+6	 7.2330469E+1	 3.6907670E+2	
 8.6611640E+6	 7.2429687E+1	 3.6907670E+2	
 8.6612440E+6	 7.2528906E+1	 3.6980948E+2	
 8.6613240E+6	 7.2628125E+1	 3.7054226E+2	
