Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 13:48:
Colonnes....:	            3
Lignes......:	         1544
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6057500E+5	P.cal.i.(µm):	 9.9218750E-2	V_min___(mV):	 5.8378112E+5	
P.abs.f.(mp):	 1.6211800E+5	P.cal.f.(µm):	 1.5319375E+2	V_max___(mV):	 2.8578407E+5	
Nbre_de_pts_:	 1.5440000E+3	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	HeNe	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 7.0000430E+6	 9.9218750E-2	 5.5935514E+2	
 7.0001230E+6	 1.9843750E-1	 5.5202734E+2	
 7.0002030E+6	 2.9765625E-1	 5.5691254E+2	
 7.0002870E+6	 3.9687500E-1	 5.6424034E+2	
 7.0003670E+6	 4.9609375E-1	 5.6179774E+2	
 7.0004470E+6	 5.9531250E-1	 5.6179774E+2	
 7.0005270E+6	 6.9453125E-1	 5.7156813E+2	
 7.0006070E+6	 7.9375000E-1	 5.8133852E+2	
 7.0006870E+6	 8.9296875E-1	 5.7645333E+2	
 7.0007670E+6	 9.9218750E-1	 5.7889593E+2	
 7.0008470E+6	 1.0914062E+0	 5.8378112E+2	
 7.0009270E+6	 1.1906250E+0	 5.8378112E+2	
 7.0010070E+6	 1.2898437E+0	 5.8133852E+2	
 7.0010870E+6	 1.3890625E+0	 5.8133852E+2	
 7.0011670E+6	 1.4882812E+0	 5.7645333E+2	
 7.0012470E+6	 1.5875000E+0	 5.7156813E+2	
 7.0013270E+6	 1.6867187E+0	 5.7156813E+2	
 7.0014070E+6	 1.7859375E+0	 5.3981435E+2	
 7.0014870E+6	 1.8851562E+0	 5.2027357E+2	
 7.0015680E+6	 1.9843750E+0	 5.0561798E+2	
 7.0016480E+6	 2.0835937E+0	 4.9096239E+2	
 7.0017280E+6	 2.1828125E+0	 4.7874939E+2	
 7.0018080E+6	 2.2820312E+0	 4.4699562E+2	
 7.0018880E+6	 2.3812500E+0	 4.2989740E+2	
 7.0019690E+6	 2.4804687E+0	 4.2256960E+2	
 7.0020490E+6	 2.5796875E+0	 4.2012700E+2	
 7.0021330E+6	 2.6789062E+0	 4.0547141E+2	
 7.0022130E+6	 2.7781250E+0	 3.9325842E+2	
 7.0022930E+6	 2.8773437E+0	 3.8348803E+2	
 7.0023770E+6	 2.9765625E+0	 3.6638984E+2	
 7.0024570E+6	 3.0757812E+0	 3.4929165E+2	
 7.0025370E+6	 3.1750000E+0	 3.3463606E+2	
 7.0026170E+6	 3.2742187E+0	 3.2242307E+2	
 7.0026970E+6	 3.3734375E+0	 3.1753787E+2	
 7.0027770E+6	 3.4726562E+0	 3.1021005E+2	
 7.0028570E+6	 3.5718750E+0	 3.0532485E+2	
 7.0029370E+6	 3.6710937E+0	 3.0043966E+2	
 7.0030170E+6	 3.7703125E+0	 3.0776745E+2	
 7.0030970E+6	 3.8695312E+0	 3.1509528E+2	
 7.0031770E+6	 3.9687500E+0	 3.3707866E+2	
 7.0032570E+6	 4.0679687E+0	 3.4196386E+2	
 7.0033370E+6	 4.1671875E+0	 3.5906205E+2	
 7.0034170E+6	 4.2664063E+0	 3.7860283E+2	
 7.0034970E+6	 4.3656250E+0	 3.8837323E+2	
 7.0035770E+6	 4.4648437E+0	 4.1035661E+2	
 7.0036570E+6	 4.5640625E+0	 4.3966782E+2	
 7.0037370E+6	 4.6632812E+0	 4.6409380E+2	
 7.0038170E+6	 4.7625000E+0	 4.8363459E+2	
 7.0038970E+6	 4.8617187E+0	 4.9584758E+2	
 7.0039770E+6	 4.9609375E+0	 5.1294577E+2	
 7.0040570E+6	 5.0601562E+0	 5.4225695E+2	
 7.0041370E+6	 5.1593750E+0	 5.7401073E+2	
 7.0042170E+6	 5.2585937E+0	 5.7889593E+2	
 7.0042970E+6	 5.3578125E+0	 5.7645333E+2	
 7.0043770E+6	 5.4570312E+0	 5.7156813E+2	
 7.0044570E+6	 5.5562500E+0	 5.6179774E+2	
 7.0045370E+6	 5.6554687E+0	 5.3981435E+2	
 7.0046170E+6	 5.7546875E+0	 5.2515876E+2	
 7.0046970E+6	 5.8539062E+0	 5.0317538E+2	
 7.0047770E+6	 5.9531250E+0	 4.7630680E+2	
 7.0048570E+6	 6.0523437E+0	 4.3966782E+2	
 7.0049370E+6	 6.1515625E+0	 4.0547141E+2	
 7.0050170E+6	 6.2507812E+0	 3.7616023E+2	
 7.0050970E+6	 6.3500000E+0	 3.5906205E+2	
 7.0051770E+6	 6.4492187E+0	 3.5661945E+2	
 7.0052570E+6	 6.5484375E+0	 3.2975087E+2	
 7.0053370E+6	 6.6476562E+0	 3.0532485E+2	
 7.0054170E+6	 6.7468750E+0	 3.0776745E+2	
